id,speed
0,47.958122
1,47.946148
2,38.270664
3,31.099697
4,43.430107
5,28.830639
6,20.493124
7,49.74701
8,47.909283
9,31.44735
10,31.925829
11,23.383211
12,23.449047
13,23.690815
14,27.639242
15,40.769142
16,44.004288
17,48.911995
18,48.18668
19,48.735054
20,45.994057
21,43.05934
22,19.963377
23,29.297346
24,24.832846
25,20.805784
26,20.888168
27,20.627314
28,16.115122
29,12.795769
30,25.419727
31,49.00616
32,49.855774
33,28.81734
34,28.507107
35,24.004211
36,18.755575
37,19.51284
38,45.593937
39,39.43308
40,46.39031
41,48.399582
42,49.46788
43,44.63117
44,18.712364
45,18.108122
46,17.39372
47,10.845399
48,44.397034
49,48.88542
50,47.769054
51,23.958286
52,21.381618
53,19.727724
54,18.674744
55,19.498878
56,15.325187
57,16.388475
58,26.050312
59,35.844566
60,43.6376
61,41.37431
62,41.528847
63,42.48201
64,44.46184
65,47.55969
66,47.31908
67,45.382847
68,43.133957
69,26.771748
70,23.406424
71,19.423384
72,15.582186
73,16.176376
74,13.54756
75,7.346884
76,41.36082
77,38.356308
78,43.116405
79,48.119705
80,13.881467
81,17.254114
82,22.941805
83,16.346466
84,16.644115
85,13.417566
86,19.81776
87,36.00761
88,44.866924
89,40.96604
90,48.706196
91,47.52449
92,46.605732
93,45.453365
94,26.616018
95,14.166189
96,23.13238
97,11.835335
98,9.161354
99,19.628145
100,41.16604
101,47.406326
102,14.530092
103,17.701416
104,14.469313
105,43.53396
106,37.271347
107,48.726097
108,43.301342
109,16.134424
110,9.398042
111,9.255291
112,19.598549
113,35.398422
114,34.81967
115,48.711597
116,49.32466
117,40.153816
118,26.160944
119,24.466837
120,19.715504
121,17.260242
122,36.11477
123,47.616585
124,47.028175
125,41.171013
126,41.438145
127,37.58509
128,42.594425
129,31.149658
130,49.58696
131,47.464794
132,46.700706
133,27.610315
134,23.73255
135,24.025583
136,39.708084
137,47.35705
138,50.791733
139,48.026154
140,47.275597
141,44.729618
142,26.14609
143,14.822008
144,19.749977
145,17.784506
146,17.01614
147,48.447285
148,50.336742
149,47.068462
150,47.42433
151,16.683033
152,17.279823
153,16.422367
154,9.178189
155,21.634691
156,37.380455
157,45.345673
158,41.57398
159,46.323944
160,48.720806
161,50.584305
162,48.52977
163,47.614513
164,45.014286
165,26.680502
166,15.08814
167,18.859068
168,18.168331
169,18.564148
170,11.70267
171,11.232498
172,46.48911
173,48.375885
174,44.75515
175,25.998486
176,20.769144
177,17.002995
178,17.526342
179,10.189305
180,47.011913
181,48.149593
182,48.83117
183,48.267914
184,39.248062
185,18.850012
186,17.881971
187,39.319027
188,27.53426
189,48.528664
190,43.753468
191,44.154545
192,38.500618
193,38.93841
194,37.48848
195,37.013546
196,37.39063
197,39.896183
198,39.136047
199,48.806847
200,47.282116
201,28.00228
202,24.555809
203,20.040575
204,17.922703
205,19.81211
206,39.70307
207,39.65829
208,48.470688
209,49.16383
210,46.957043
211,47.56965
212,28.74313
213,14.900752
214,21.29962
215,21.497692
216,17.815662
217,24.991344
218,45.827633
219,48.244728
220,47.294342
221,45.262684
222,28.694237
223,18.21894
224,11.171583
225,24.474638
226,48.42946
227,48.663925
228,17.995903
229,24.703857
230,19.719131
231,19.347681
232,45.683025
233,48.388535
234,46.906708
235,20.549335
236,26.187975
237,20.719276
238,23.792313
239,43.699936
240,33.290245
241,38.20672
242,49.127575
243,48.86098
244,48.82967
245,48.82379
246,27.884598
247,21.671757
248,22.059387
249,20.458612
250,19.531883
251,34.53372
252,44.174236
253,33.174824
254,33.500587
255,47.52116
256,47.19633
257,46.132206
258,43.329994
259,39.93535
260,40.172703
261,35.70933
262,40.03214
263,43.656948
264,34.040833
265,44.259277
266,47.852413
267,44.73533
268,18.460102
269,20.202318
270,17.651701
271,16.177849
272,20.346405
273,15.996732
274,45.802593
275,47.949917
276,48.500477
277,47.60447
278,27.640102
279,13.461702
280,15.820231
281,22.470892
282,18.855627
283,18.48357
284,13.552996
285,12.821693
286,47.836903
287,47.152836
288,10.651518
289,14.563836
290,17.452507
291,12.365528
292,9.971315
293,23.01965
294,46.41909
295,49.010704
296,48.22651
297,35.115513
298,23.181278
299,31.912233
300,21.580473
301,18.731874
302,22.98899
303,42.69514
304,41.212456
305,49.10512
306,48.285904
307,49.440575
308,45.948196
309,32.043842
310,19.150629
311,7.187487
312,41.704533
313,36.490578
314,39.952385
315,48.893402
316,47.598186
317,37.68255
318,34.476933
319,32.477734
320,44.225292
321,46.538925
322,47.038433
323,46.44806
324,43.74179
325,42.858284
326,44.39403
327,39.086926
328,40.122597
329,37.975742
330,38.01496
331,40.78078
332,42.175713
333,37.61267
334,36.601814
335,44.70644
336,47.45787
337,46.953392
338,15.198069
339,19.090368
340,19.44143
341,23.68363
342,42.537006
343,43.48629
344,47.959072
345,48.002705
346,47.48025
347,17.375301
348,38.433056
349,48.93209
350,48.9526
351,48.16828
352,31.48914
353,16.291847
354,25.940786
355,18.313953
356,16.675694
357,21.392473
358,35.302658
359,42.761715
360,43.797462
361,49.006172
362,16.637566
363,25.693453
364,18.209837
365,16.445406
366,11.451795
367,21.607952
368,42.278603
369,48.641552
370,48.35073
371,47.867252
372,47.48556
373,17.209839
374,17.590553
375,8.993575
376,20.069798
377,31.88257
378,36.889957
379,50.03282
380,30.753113
381,17.42445
382,17.525776
383,29.145786
384,48.4674
385,47.982506
386,47.744633
387,45.633327
388,41.20946
389,38.651703
390,35.432976
391,33.122776
392,48.645626
393,49.184193
394,47.651176
395,16.578499
396,18.558247
397,26.959478
398,24.65507
399,16.311316
400,11.30234
401,34.017597
402,37.961613
403,49.205666
404,47.504333
405,45.448494
406,30.619751
407,18.108065
408,19.85942
409,17.901196
410,16.570229
411,9.879768
412,43.29143
413,37.80247
414,43.545868
415,49.451286
416,48.566883
417,48.303978
418,47.922287
419,32.202595
420,16.715876
421,10.10944
422,43.63258
423,38.648304
424,49.8951
425,50.25789
426,48.174507
427,34.7296
428,28.839989
429,43.517513
430,40.99789
431,48.03918
432,47.569996
433,45.006943
434,27.767416
435,33.601845
436,26.071596
437,23.243818
438,47.728474
439,47.731644
440,48.401714
441,41.481476
442,35.831776
443,34.85664
444,29.758554
445,34.225853
446,31.176266
447,33.097935
448,46.644238
449,45.53572
450,45.686447
451,44.815052
452,44.244865
453,44.39302
454,44.094776
455,42.701424
456,41.930435
457,45.50869
458,48.678154
459,49.01993
460,37.879276
461,28.201305
462,31.561523
463,28.289175
464,33.190334
465,38.17313
466,47.766106
467,48.582664
468,47.6209
469,47.799213
470,23.2603
471,27.303257
472,28.402323
473,24.34749
474,18.783012
475,27.858261
476,47.935364
477,48.24218
478,37.509632
479,28.637297
480,28.554935
481,24.536238
482,25.783928
483,48.1747
484,47.055984
485,46.709816
486,32.5471
487,35.60853
488,27.957577
489,18.637995
490,14.925374
491,37.840347
492,43.899975
493,48.18021
494,48.331223
495,47.367123
496,25.013378
497,33.327522
498,42.791893
499,49.334496
500,49.60827
501,49.801594
502,49.14191
503,48.765774
504,33.35031
505,33.742153
506,28.786068
507,29.48908
508,27.535742
509,47.66022
510,46.858162
511,46.881916
512,45.50499
513,44.835808
514,44.04697
515,41.64862
516,41.653942
517,46.112476
518,47.787067
519,47.58326
520,20.04789
521,26.809477
522,21.324091
523,22.33767
524,16.008303
525,47.779305
526,48.667152
527,48.511772
528,47.646103
529,28.593836
530,19.489008
531,26.138279
532,20.232794
533,19.477757
534,15.309391
535,47.058353
536,27.704782
537,16.396395
538,16.739832
539,18.443497
540,14.430695
541,13.596602
542,45.70145
543,43.898365
544,48.189636
545,45.67772
546,15.147421
547,22.196877
548,21.907097
549,20.671467
550,17.239515
551,40.072746
552,41.856934
553,49.017075
554,48.235832
555,45.31492
556,28.530027
557,16.21349
558,19.790373
559,22.138416
560,19.015053
561,19.197817
562,19.103292
563,18.959728
564,16.182829
565,12.052588
566,44.00776
567,37.67669
568,40.277218
569,49.437508
570,48.559185
571,34.337547
572,44.506077
573,46.999634
574,47.198418
575,47.60951
576,47.19493
577,43.648502
578,42.772545
579,45.03451
580,45.014565
581,37.28956
582,48.70023
583,48.503376
584,15.853672
585,18.737392
586,25.411816
587,25.470463
588,21.379036
589,20.131979
590,21.305506
591,19.786613
592,46.179363
593,48.658524
594,48.828453
595,47.075073
596,45.354633
597,28.838917
598,23.912857
599,20.681969
600,13.612008
601,47.89253
602,47.661816
603,45.402557
604,14.059207
605,19.774612
606,37.421032
607,40.1934
608,47.337894
609,47.650238
610,46.619938
611,46.00571
612,43.425217
613,15.479675
614,21.59101
615,18.105194
616,17.004515
617,17.961432
618,11.647156
619,19.579815
620,40.614864
621,49.97896
622,49.6511
623,48.27624
624,45.823463
625,26.519184
626,18.524492
627,17.422417
628,18.384218
629,11.185448
630,22.240797
631,50.26164
632,49.06191
633,48.042088
634,41.55343
635,27.336168
636,23.897158
637,48.264328
638,48.82388
639,48.02202
640,42.684086
641,43.69541
642,42.416733
643,41.503628
644,38.984173
645,39.923916
646,38.246975
647,47.792652
648,48.167793
649,47.708076
650,45.606842
651,17.447542
652,18.989239
653,11.330853
654,19.634264
655,47.979946
656,48.14125
657,47.827045
658,47.000862
659,46.657257
660,44.478268
661,16.413933
662,22.865707
663,18.20398
664,18.321547
665,18.487404
666,17.374731
667,10.612941
668,43.969826
669,38.745377
670,43.71092
671,47.498634
672,44.86803
673,22.036116
674,17.520615
675,34.90066
676,48.340374
677,48.122852
678,47.22246
679,15.378108
680,23.852057
681,20.104471
682,20.12607
683,18.561483
684,43.730373
685,48.49426
686,47.73061
687,47.359993
688,44.8146
689,26.24901
690,16.249924
691,21.32779
692,16.399254
693,15.7778015
694,48.782196
695,48.228745
696,40.54467
697,27.230175
698,25.015102
699,21.302856
700,18.26064
701,20.139822
702,42.624817
703,45.765125
704,47.479156
705,47.65959
706,47.21769
707,46.210796
708,42.286015
709,40.52591
710,41.578312
711,42.19094
712,42.00376
713,41.553764
714,38.2553
715,45.469265
716,37.91893
717,46.28889
718,47.459896
719,27.830654
720,13.020506
721,10.1146755
722,8.187586
723,42.131355
724,42.99399
725,47.159355
726,46.777664
727,25.056097
728,15.3073015
729,15.697898
730,10.5148735
731,43.44139
732,46.834465
733,48.27108
734,44.321083
735,10.903439
736,12.170839
737,13.709326
738,14.042059
739,8.232317
740,32.12748
741,41.92689
742,47.747314
743,48.31466
744,48.33669
745,25.57317
746,16.949173
747,22.499676
748,20.785574
749,16.554922
750,16.419853
751,15.798499
752,40.982376
753,48.231674
754,48.09715
755,46.880646
756,46.534477
757,16.114143
758,16.618233
759,15.756849
760,15.405665
761,11.167938
762,22.828709
763,44.188522
764,35.137714
765,38.898388
766,48.79049
767,48.357433
768,40.66541
769,22.07678
770,19.624153
771,20.389051
772,32.580875
773,46.450573
774,46.81585
775,46.364388
776,46.06664
777,45.228085
778,41.525764
779,36.09954
780,47.903996
781,47.659405
782,47.330944
783,15.865849
784,17.191282
785,16.906305
786,15.119973
787,16.377842
788,10.50721
789,23.72207
790,48.00245
791,47.980553
792,46.8889
