id,speed
0,48.62228
1,47.454857
2,41.682537
3,31.43164
4,42.432293
5,27.25962
6,19.732658
7,50.36828
8,48.15921
9,33.908314
10,32.988953
11,21.493448
12,22.455868
13,24.108538
14,26.429352
15,39.265438
16,43.218967
17,48.61253
18,48.659264
19,48.94844
20,45.78702
21,42.848415
22,19.308489
23,30.300549
24,25.468987
25,16.923296
26,19.101206
27,20.692587
28,17.709486
29,12.742474
30,23.220549
31,49.399445
32,49.58476
33,28.545464
34,28.727114
35,24.586578
36,19.501894
37,20.080433
38,47.00834
39,40.88771
40,46.69053
41,47.980152
42,49.297718
43,43.71422
44,18.11432
45,17.079435
46,17.445185
47,12.347654
48,44.022114
49,48.924717
50,49.160194
51,22.87842
52,22.741108
53,19.028149
54,16.543472
55,18.147734
56,13.204452
57,15.955019
58,26.52775
59,36.41765
60,41.84733
61,38.14709
62,40.705906
63,41.721676
64,46.823193
65,48.009308
66,47.802902
67,45.89847
68,43.72974
69,27.414173
70,20.43049
71,15.367358
72,13.1443205
73,13.617241
74,10.335357
75,6.701798
76,42.770226
77,39.322357
78,43.80302
79,47.543728
80,14.310033
81,17.676687
82,22.947987
83,14.429222
84,15.937023
85,12.903244
86,19.83579
87,37.202534
88,45.11631
89,40.512657
90,48.463795
91,47.900986
92,46.738865
93,45.515347
94,25.894413
95,15.087158
96,22.09183
97,10.48254
98,9.871914
99,19.076723
100,40.145115
101,47.40669
102,14.749989
103,17.336817
104,14.12924
105,44.08404
106,35.906593
107,48.7721
108,43.618523
109,16.333916
110,8.193663
111,8.461121
112,15.665831
113,35.00434
114,35.177204
115,49.23772
116,48.5455
117,38.783947
118,27.639246
119,24.225794
120,18.037268
121,17.276499
122,32.740738
123,47.15965
124,46.755337
125,41.242165
126,42.452736
127,38.185036
128,41.289566
129,30.766851
130,49.371483
131,47.361343
132,46.604725
133,29.254013
134,24.136822
135,24.851566
136,39.088303
137,46.844307
138,50.552467
139,47.671314
140,46.971848
141,44.569
142,25.51401
143,13.914055
144,19.803434
145,17.60784
146,18.821852
147,48.313927
148,50.392883
149,47.062042
150,47.425762
151,16.195108
152,13.853321
153,16.425825
154,7.2517533
155,20.528372
156,37.160793
157,46.041744
158,42.456303
159,46.577335
160,48.82538
161,50.65001
162,48.41626
163,47.580017
164,44.729977
165,26.223318
166,15.187633
167,19.273148
168,17.9702
169,18.479872
170,11.336361
171,11.377608
172,47.07733
173,48.264282
174,44.417168
175,26.553886
176,16.99666
177,16.905464
178,17.721556
179,10.1611595
180,46.807255
181,48.59916
182,48.782307
183,48.53487
184,38.321594
185,19.790087
186,19.304686
187,40.603004
188,30.299116
189,49.00607
190,43.181965
191,44.0382
192,38.496284
193,38.111496
194,36.786896
195,36.812843
196,37.124798
197,41.75581
198,39.382553
199,48.111557
200,46.44547
201,25.93658
202,23.807148
203,19.220709
204,17.404509
205,20.967743
206,40.359676
207,41.582073
208,48.466244
209,48.822853
210,46.25798
211,47.39696
212,27.461554
213,13.031099
214,19.06058
215,20.812052
